MLR_No,ML_Lic_No,Period,Name_Eng,Name_Chi,Expiry_Date,Remarks
4080,0380/2019,As at 29 February 2020,Sun Hung Kai Credit Limited,新鴻基信貸有限公司,07-May-20,
5444,0379/2019,As at 29 February 2020,Mettler Hong Kong Limited,美娜香港有限公司,16-May-20,
5440,0378/2019,As at 29 February 2020,Hang King Financial Limited,恆景金融有限公司,16-May-20,
5435,0377/2019,As at 29 February 2020,Armor Sky Asia Limited,鎧天亞洲有限公司,16-May-20,
5434,0376/2019,As at 29 February 2020,Geek Limited,,16-May-20,
5433,0375/2019,As at 29 February 2020,Century Champion Limited,,16-May-20,
5431,0374/2019,As at 29 February 2020,City Hong Kong Limited,,16-May-20,
3865,0373/2019,As at 29 February 2020,Foo Bo Finance Company Limited,富寶財務有限公司,16-May-20,
5037,0372/2019,As at 29 February 2020,Good Financial Limited,,22-Mar-20,
4449,0371/2019,As at 29 February 2020,Full Kin Credit Limited,富健信貸有限公司,05-Apr-20,R
4059,0370/2019,As at 29 February 2020,Hong Kong Capital Finance Corporation Limited,香港金融資本集團有限公司,21-Apr-20,
4025,0369/2019,As at 29 February 2020,Glory Sun Credit Limited,寶新信貸有限公司,10-Mar-20,R
3740,0368/2019,As at 29 February 2020,Landspace Finance Limited,聯福利有限公司,08-Apr-20,
3737,0367/2019,As at 29 February 2020,Credit First Limited,信譽第一有限公司,18-Mar-20,
3690,0366/2019,As at 29 February 2020,Wan Hui Finance Limited,萬匯財務有限公司,18-Mar-20,R
3634,0365/2019,As at 29 February 2020,Pure Profit Holdings Limited,達晉控股有限公司,20-Feb-20,R
3354,0364/2019,As at 29 February 2020,DeTai Finance Limited,德泰財務有限公司,22-May-20,R
3311,0363/2019,As at 29 February 2020,Imperium Credit Limited,帝國信貸財務有限公司,21-Feb-20,R
2633,0362/2019,As at 29 February 2020,BH Capitalink Development Limited,薈聯發展有限公司,17-Apr-20,R
680,0361/2019,As at 29 February 2020,High Rank Investment Limited,萬基服務有限公司,12-Apr-20,
4405,0360/2019,As at 29 February 2020,Merdeka Credit Limited,領智信貸有限公司,14-May-20,
4990,0359/2019,As at 29 February 2020,Eddid Credit Service Limited,艾德信貸有限公司,13-Feb-20,R
4982,0358/2019,As at 29 February 2020,Best Practice Limited,僑領有限公司,08-Feb-20,R
4705,0357/2019,As at 29 February 2020,"China Merchants Securities (HK) Finance Co., Limited",招商證券(香港)融資有限公司,16-Feb-20,R
4693,0356/2019,As at 29 February 2020,Indeed Credit Limited,實用信貸有限公司,02-Feb-20,R
4692,0355/2019,As at 29 February 2020,Baili Finance (Asia) Company Limited,百利財務(亞洲)有限公司,02-Feb-20,R
4647,0353/2019,As at 29 February 2020,Futec International Group Limited,富德國際集團有限公司,13-Apr-20,R
4477,0352/2019,As at 29 February 2020,Top Asia Finance Limited,,26-Apr-20,
4452,0351/2019,As at 29 February 2020,More Dragon Limited,龍茂有限公司,07-Apr-20,R
4386,0349/2019,As at 29 February 2020,Red Rabbit Finance Limited,赤兔財務有限公司,04-Feb-20,R
4382,0348/2019,As at 29 February 2020,Asia State Limited,亞洲城市有限公司,01-Mar-20,R
4317,0347/2019,As at 29 February 2020,Sunshine Gold International Limited,金太陽國際有限公司,27-Mar-20,
4063,0346/2019,As at 29 February 2020,Affinity Finance Limited,友誠財務有限公司,30-Apr-20,R
4055,0345/2019,As at 29 February 2020,Yuanta Finance (Hong Kong) Limited,元大香港財務有限公司,16-Apr-20,
3751,0343/2019,As at 29 February 2020,Crown Credit Finance Limited,皇冠信貸財務有限公司,24-Apr-20,R
3702,0342/2019,As at 29 February 2020,Wah Lung Credit Finance Limited,華隆信貸財務有限公司,11-Feb-20,R
3514,0341/2019,As at 29 February 2020,Winever Credit Limited,滙盈信貸有限公司,14-Mar-20,R
3263,0339/2019,As at 29 February 2020,Triple Glory Holdings Limited,三榮集團有限公司,03-Apr-20,R
2678,0337/2019,As at 29 February 2020,Sun Hung Kai Structured Finance Limited,新鴻基結構融資有限公司,26-Mar-20,R
5432,0336/2019,As at 29 February 2020,Pacific Apex Limited,豐太有限公司,09-May-20,R
5430,0335/2019,As at 29 February 2020,I-Money Credit Limited,萬應錢信貸有限公司,09-May-20,
5429,0334/2019,As at 29 February 2020,Land Lend Finance Limited,易進錢信貸有限公司,09-May-20,
5361,0333/2019,As at 29 February 2020,Ease Treasure Finance Limited,騰寶財務有限公司,09-May-20,
5016,0332/2019,As at 29 February 2020,Uprise Credit Limited ,普惠信貸有限公司,13-Mar-20,R
5015,0331/2019,As at 29 February 2020,Hass Capital Limited,浩斯資本有限公司,01-Mar-20,R
4977,0330/2019,As at 29 February 2020,Forwell Finance Limited,聯豐財務有限公司,01-Feb-20,R
4718,0328/2019,As at 29 February 2020,Landbridge Capital Limited,嵐橋資本有限公司,07-Mar-20,R
4440,0326/2019,As at 29 February 2020,Powerway Finance (Hong Kong) Limited,普惠金融(香港)有限公司,15-Mar-20,
4427,0325/2019,As at 29 February 2020,CF Lending Club Limited,長复財務有限公司,08-Mar-20,R
4383,0324/2019,As at 29 February 2020,Top Credit (Asia) Limited,第一借貸(亞洲)有限公司,28-Jan-20,R
4073,0323/2019,As at 29 February 2020,EverCare Finance Company Limited,永安心財務有限公司,28-Apr-20,R
4038,0322/2019,As at 29 February 2020,Chun King Credit and Finance Company Limited,駿景信貸有限公司,26-Mar-20,R
4004,0321/2019,As at 29 February 2020,Greatway Finance Limited,大通財務有限公司,17-Feb-20,R
3753,0320/2019,As at 29 February 2020,Soeasy Credit Services Limited,好依時信貸有限公司,08-Apr-20,R
3328,0319/2019,As at 29 February 2020,Harvest Finance Limited,太豐財務有限公司,10-Apr-20,
3309,0318/2019,As at 29 February 2020,Actually Financial Limited,必然財務有限公司,07-Feb-20,R
2910,0317/2019,As at 29 February 2020,Goed Student Financing Limited,,28-Jan-20,R
2119,0315/2019,As at 29 February 2020,Sino Resources (Hong Kong) Limited,華資(香港)有限公司,25-Mar-20,R
2089,0314/2019,As at 29 February 2020,Core Asia Limited,廣利佳有限公司,05-Feb-20,R
3717,0313/2019,As at 29 February 2020,Asean Finance Company Limited,東亞財務有限公司,11-Mar-20,
5427,0312/2019,As at 29 February 2020,Serai Limited,,07-May-20,R
5421,0311/2019,As at 29 February 2020,Honest Credit Limited,致誠信貸有限公司,07-May-20,
5420,0310/2019,As at 29 February 2020,Nic Sang Credit Limited,力生信貸有限公司,07-May-20,
5417,0309/2019,As at 29 February 2020,Homerich Finance Limited,家富財務有限公司,07-May-20,
5414,0308/2019,As at 29 February 2020,Top Tier Capital Company Limited,優譽資本有限公司,07-May-20,
3121,0307/2019,As at 29 February 2020,International Financial Services Limited,國際融資服務有限公司,07-May-20,
2972,0306/2019,As at 29 February 2020,Easy Credit Limited,,07-May-20,
5027,0305/2019,As at 29 February 2020,Easy Gold Credit Limited,易金來財務有限公司,06-Mar-20,R
5020,0304/2019,As at 29 February 2020,Wealth Fortune Finance Company Limited,盈富信貸財務有限公司,15-Mar-20,
4740,0303/2019,As at 29 February 2020,United Worth Finance Limited,匯銀財務有限公司,28-Mar-20,R
4694,0302/2019,As at 29 February 2020,Real Prime Credit Limited,滙達信貸有限公司,07-Feb-20,R
3757,0301/2019,As at 29 February 2020,Finsoft Finance Limited,匯財貸款有限公司,08-Apr-20,R
3729,0300/2019,As at 29 February 2020,EEI Services (Hong Kong) Limited,,25-Mar-20,
3706,0299/2019,As at 29 February 2020,Asia Finance Hong Kong Company Limited,亞洲財務香港有限公司,25-Feb-20,R
3515,0298/2019,As at 29 February 2020,Maxi Chain Limited,,09-Apr-20,R
3508,0297/2019,As at 29 February 2020,Time Billion Finance Limited,億時財務有限公司,05-Mar-20,R
3305,0296/2019,As at 29 February 2020,Parkson International Finance Limited,百事信國際財務有限公司,28-Feb-20,R
3193,0295/2019,As at 29 February 2020,BB Credit Limited,必備信貸有限公司,23-Mar-20,R
2829,0294/2019,As at 29 February 2020,Prosum Finance Company Limited,啓源財務有限公司,31-Mar-20,R
1535,0293/2019,As at 29 February 2020,Sun Growth Finance Limited,志昇財務有限公司,22-Mar-20,
5413,0292/2019,As at 29 February 2020,Meet Target Consultant Limited,,02-May-20,
4635,0291/2019,As at 29 February 2020,WeCash Finance Company Limited,合眾信貸平台控股有限公司,02-May-20,
4719,0290/2019,As at 29 February 2020,Chuen Shing (Hong Kong) Holdings Limited,全盛(香港)控股有限公司,14-Mar-20,R
4701,0289/2019,As at 29 February 2020,CCIG Credit (H.K.) Limited,城投中國理財(香港)有限公司,14-Feb-20,R
4698,0288/2019,As at 29 February 2020,Jet Rich Capital Limited,富泰金融有限公司,09-Feb-20,R
4437,0287/2019,As at 29 February 2020,Fornix Finance Company Limited,富納財務有限公司,17-Mar-20,R
4430,0286/2019,As at 29 February 2020,EPower Finance Limited,新展航財務有限公司,15-Mar-20,R
4421,0285/2019,As at 29 February 2020,Prime China Finance Limited,華大信貸有限公司,03-Mar-20,R
4375,0284/2019,As at 29 February 2020,Top Profit Finance Limited,高盈財務有限公司,26-Jan-20,R
4335,0282/2019,As at 29 February 2020,Colorise Development Limited,昇彩發展有限公司,28-Jan-20,R
4225,0281/2019,As at 29 February 2020,Jet Profit Finance Limited,快盈財務有限公司,06-Feb-20,R
3738,0280/2019,As at 29 February 2020,CNUTI Finance Company Limited,粵通財務有限公司,25-Mar-20,R
3719,0278/2019,As at 29 February 2020,Wai Mei Dat Credit Service Limited,華美達信貸財務有限公司,18-Mar-20,R
3489,0276/2019,As at 29 February 2020,China Orient Asset Management (International) Holding Limited,中國東方資產管理(國際)控股有限公司,22-Jan-20,R
2545,0275/2019,As at 29 February 2020,UOB Kay Hian Finance Limited,大華繼顯財務有限公司,10-Feb-20,R
2399,0274/2019,As at 29 February 2020,Baosteel Resources International Company Limited,寶鋼資源(國際)有限公司,25-Feb-20,R
2302,0273/2019,As at 29 February 2020,Polynice Limited,寶力有限公司,05-Mar-20,R
1685,0272/2019,As at 29 February 2020,Guangzhou Investment Finance Company Limited,越秀投資財務有限公司,14-Feb-20,R
171,0271/2019,As at 29 February 2020,Yu Fung Company Limited,裕豐有限公司,05-Feb-20,R
3297,0270/2019,As at 29 February 2020,Quick Money Finance Limited,,31-Jan-20,R
5426,0269/2019,As at 29 February 2020,Lister Capital Management Limited,利時達資本管理有限公司,30-Apr-20,R
5425,0268/2019,As at 29 February 2020,Ziyuanyuan Finance Limited ,紫元元財務有限公司,30-Apr-20,
5424,0267/2019,As at 29 February 2020,KB Securities Hong Kong Limited,國民證券香港有限公司,30-Apr-20,R
5422,0266/2019,As at 29 February 2020,Fuji Credence Co Limited,富士信用社有限公司,30-Apr-20,R
5411,0265/2019,As at 29 February 2020,888 Credit Limited,８８８信貸有限公司,30-Apr-20,
4346,0264/2019,As at 29 February 2020,"Shing Li Investment Management Co., Limited",誠利投資管理有限公司,14-May-20,
4970,0263/2019,As at 29 February 2020,CTI Capital Finance Limited,,23-Jan-20,R
4905,0262/2019,As at 29 February 2020,LUN YU Global Credit Limited,綸羽國際信貸有限公司,25-Jan-20,R
4399,0261/2019,As at 29 February 2020,Chong Fung Investment (Hong Kong) Limited,創豐投資(香港)有限公司,11-Feb-20,R
4362,0260/2019,As at 29 February 2020,Grand Cartel Finance Company Limited,宏大財務有限公司,19-Jan-20,R
3997,0259/2019,As at 29 February 2020,E-ON Finance Limited,二按財務有限公司,12-Feb-20,R
3984,0258/2019,As at 29 February 2020,Treasure Stars Investments Limited,鋐洋投資有限公司,22-Jan-20,R
3725,0257/2019,As at 29 February 2020,Gain Global Corporation Limited,盈基興業有限公司,04-Mar-20,R
3720,0256/2019,As at 29 February 2020,Easy Access Finance Limited,意達財務有限公司,25-Feb-20,R
720,0253/2019,As at 29 February 2020,Shui On Finance Company Limited,,07-Mar-20,R
5419,0251/2019,As at 29 February 2020,Asiana Trading Limited,,25-Apr-20,R
5418,0250/2019,As at 29 February 2020,Long Success Capital (Asia) Limited,萬里資本(亞洲)有限公司,25-Apr-20,R
5416,0249/2019,As at 29 February 2020,Lee Fong Holdings Limited,利鋒控股有限公司,25-Apr-20,
5412,0248/2019,As at 29 February 2020,Smart Cash Finance Company Limited,駿仁財務有限公司,25-Apr-20,
5410,0247/2019,As at 29 February 2020,Empire Finance Limited,,25-Apr-20,
5350,0246/2019,As at 29 February 2020,TANDEM (HK) Finance Limited,灝天(香港)融資有限公司,25-Apr-20,
4919,0245/2019,As at 29 February 2020,Differ Asia-Pacific Financial Company Limited,鼎豐亞太金融有限公司,25-Apr-20,
4893,0244/2019,As at 29 February 2020,JR388 Limited,士尚投資控股有限公司,25-Apr-20,
5038,0243/2019,As at 29 February 2020,Partners Finance Limited ,博大融資有限公司,22-Mar-20,
5030,0242/2019,As at 29 February 2020,Asia Corporate Credit Limited,亞洲企業信貸有限公司,15-Mar-20,R
4737,0241/2019,As at 29 February 2020,Prosten Finance Limited,長達財務有限公司,28-Mar-20,R
4424,0240/2019,As at 29 February 2020,Success Start Limited,迅邁有限公司,08-Mar-20,
4370,0238/2019,As at 29 February 2020,Perfect Finance Company Limited,瑧美財務有限公司,26-Jan-20,R
4100,0237/2019,As at 29 February 2020,Huge Famous Investment Limited,鵬興投資有限公司,23-Feb-20,R
4028,0236/2019,As at 29 February 2020,U Credit (HK) Limited,譽信貸(香港)有限公司,17-Mar-20,R
4026,0235/2019,As at 29 February 2020,Po Hang Hop Lee Development Company Limited,寶亨合利發展有限公司,10-Mar-20,R
3718,0234/2019,As at 29 February 2020,Noble Century Finance Limited,仁瑞財務有限公司,25-Feb-20,R
3715,0233/2019,As at 29 February 2020,Rising Star Investment International Limited,匯星投資國際有限公司,20-Feb-20,R
2828,0232/2019,As at 29 February 2020,Entrust Finance Limited,信邦財務有限公司,31-Mar-20,R
2737,0231/2019,As at 29 February 2020,Celestial Investments (HK) Limited,時富投資(香港)有限公司,11-Mar-20,R
1073,0229/2019,As at 29 February 2020,Celestial Finance Limited,時富財務有限公司,17-Mar-20,R
5403,0228/2019,As at 29 February 2020,Value Industrial Capital Company Limited,陞值實業資本有限公司,16-Apr-20,
5399,0227/2019,As at 29 February 2020,28 Loan Company Limited,易發財務有限公司,16-Apr-20,
4476,0226/2019,As at 29 February 2020,Nation Wealth Limited,財皇有限公司,16-Apr-20,
2607,0225/2019,As at 29 February 2020,Filkuen Finance Limited,照權財務有限公司,16-Apr-20,
5330,0224/2019,As at 29 February 2020,Amber Hill Credit Limited ,安山財務有限公司,16-Apr-20,R
5018,0223/2019,As at 29 February 2020,Premier Leading Company Limited,浩存有限公司,13-Mar-20,R
4994,0222/2019,As at 29 February 2020,Affiniti Hong Kong Limited,孚密香港有限公司,15-Feb-20,R
4963,0221/2019,As at 29 February 2020,Kaiser Finance Limited,凱旋財務有限公司,18-Jan-20,R
4721,0220/2019,As at 29 February 2020,Trefoil Partners Limited,三才夥伴有限公司,14-Mar-20,R
4702,0219/2019,As at 29 February 2020,Alright Asia Company Limited,萬通亞洲有限公司,14-Feb-20,R
4678,0218/2019,As at 29 February 2020,Universal Technologies Credit Limited,環球科技信貸有限公司,17-Jan-20,R
4425,0217/2019,As at 29 February 2020,Easy Pay Finance Limited,貸易還財務有限公司,25-Feb-20,R
4377,0216/2019,As at 29 February 2020,HKEC Investment Limited,香港易達投資有限公司,28-Jan-20,R
4350,0215/2019,As at 29 February 2020,People Finance Company Limited,人民信貸有限公司,05-Jan-20,R
4037,0214/2019,As at 29 February 2020,Yik Fung Finance Company Limited,億豐財務有限公司,19-Mar-20,R
3985,0213/2019,As at 29 February 2020,Kaisa Management Consultants Company Limited,佳兆業管理顧問有限公司,05-Feb-20,R
3298,0212/2019,As at 29 February 2020,Fast Money Finance Limited,,31-Jan-20,R
2734,0211/2019,As at 29 February 2020,Dao Heng Finance Limited,道亨財務有限公司,18-Feb-20,R
1903,0210/2019,As at 29 February 2020,AB International Finance Limited,,28-Feb-20,R
1120,0209/2019,As at 29 February 2020,Samemind Investments Limited,同向投資有限公司,20-Jan-20,R
1059,0208/2019,As at 29 February 2020,A.A. Finance Limited,,17-Mar-20,R
3183,0206/2019,As at 29 February 2020,CITIC Securities Brokerage (HK) Limited,中信証券經紀(香港)有限公司,11-Apr-20,
4667,0204/2019,As at 29 February 2020,Star Credit Limited,耀星信貸有限公司,03-Jan-20,R
4656,0203/2019,As at 29 February 2020,Wilton Capital Group Limited,滙通資本投資有限公司,15-Dec-19,R
4650,0202/2019,As at 29 February 2020,Millennium Finance Limited,美利年財務有限公司,15-Dec-19,R
4413,0201/2019,As at 29 February 2020,eLend Master Limited,捷貸寶有限公司,25-Feb-20,R
4381,0200/2019,As at 29 February 2020,"HGNH International Capital Co., Limited",橫華國際資本有限公司,28-Jan-20,R
4009,0198/2019,As at 29 February 2020,Big Fung Credit Limited,大豐信貸有限公司,26-Feb-20,R
3999,0197/2019,As at 29 February 2020,Acorn Finance Limited,鼎昇財務有限公司,12-Feb-20,R
